ï»¿imdbID,Title,Year,Genre,Director,Actors,Plot,imdbRating,imdbVotes,Poster,Rated,Released,Runtime,Writer,Language,Country,Awards,Ratings,Metascore,Type,Cluster
tt2120120,Pixels,2015,"Action, Adventure, Comedy",Chris Columbus,"Adam Sandler, Kevin James, Michelle Monaghan",Sam has been one of the best arcade gamers of his time. Once in an international tournament NASA sent the video recording of all the games to space for intelligent beings to find and know more about humans. However the aliens interpreted the games as a challenge and began attacking Earth using the video game data. It's now up to Sam and other old time arcade game champions to save the Earth from the video game alien invasion.,5.6,"175,932",https://m.media-amazon.com/images/M/MV5BMzIyNTc1NmUtOTBlNS00YzEwLTlkZTMtZjJkMGM2YzNkYmY3XkEyXkFqcGc@._V1_SX300.jpg,PG-13,24 Jul 2015,105 min,"Tim Herlihy, Timothy Dowling, Patrick Jean",English,"China, United States, Canada",5 wins & 9 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27.0,movie,1
tt1321510,In the Heights,2021,"Drama, Musical, Romance",Jon M. Chu,"Anthony Ramos, Corey Hawkins, Leslie Grace","In the Heights centers on a variety of characters living in the neighborhood of Washington Heights, on the northern tip of Manhattan. At the center of the show is Usnavi, a bodega owner who looks after the aging Cuban lady next door, pines for the gorgeous girl working in the neighboring beauty salon and dreams of winning the lottery and escaping to the shores of his native Dominican Republic. Meanwhile, Nina, a childhood friend of Usnavi's, has returned to the neighborhood from her first year at college with surprising news for her parents, who have spent their life savings on building a better life for their daughter. Ultimately, Usnavi and the residents of the close-knit neighborhood get a dose of what it means to be home.",7.2,"54,629",https://m.media-amazon.com/images/M/MV5BOGUwODk5ZmItMjUzMi00YmYyLTk3NzgtNGVmYTI3MmJhYmY1XkEyXkFqcGc@._V1_SX300.jpg,PG-13,11 Jun 2021,143 min,"Quiara AlegrÃ­a Hudes, Lin-Manuel Miranda","English, Spanish, Hebrew",United States,11 wins & 57 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84.0,movie,4
tt1283976,Earthwork,2009,Drama,Chris Ordal,"John Hawkes, Bruce MacVittie, Chris Bachand","In 1994, real-life crop artist Stan Herd traveled from Kansas to Manhattan's Upper West Side to create a massive environmental artwork on land owned by Donald Trump. The multi-acre artwork was made from soil, rock, plants and vegetation near an underground railway tunnel. Stan recruited a number of homeless individuals living in the tunnel to become his crew. Over the months it took to complete the earthwork, Stan dealt with a myriad of difficulties in bringing his unique, rural art form to an urban canvas and the many costs his art exacted upon his life. In the process, he unexpectedly encountered the true meaning of his art and it's ultimate, lasting rewards.",7.6,882,https://m.media-amazon.com/images/M/MV5BMTQzMDA1OTgxN15BMl5BanBnXkFtZTcwNTI4MTU0NA@@._V1_SX300.jpg,PG,20 May 2011,93 min,Chris Ordal,English,United States,16 wins,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53.0,movie,1
tt6079516,I See You,2019,"Horror, Mystery, Thriller",Adam Randall,"Helen Hunt, Jon Tenney, Owen Teague","In this psychological thriller, the lead investigator on a missing person case struggles to balance work and home life. When the family is put in mortal danger, an evil truth about their home is finally uncovered.",6.8,"73,539",https://m.media-amazon.com/images/M/MV5BZmFjNTE5NGQtNTEyYy00YzgwLWEzNGQtNDNhYTRmMDUxOTk4XkEyXkFqcGc@._V1_SX300.jpg,R,01 Oct 2025,98 min,Devon Graye,English,"United States, United Kingdom",1 win & 1 nomination total,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65.0,movie,1
tt1336608,Rock of Ages,2012,"Comedy, Drama, Musical",Adam Shankman,"Julianne Hough, Diego Boneta, Tom Cruise","1987. Naive Sherrie Christian has just arrived in Hollywood from Tulsa looking to become a rock star. She is just like Drew Boley was when he first arrived in Hollywood, he, now the Hollywood veteran, who works as a bar back at the Bourbon Club, known as the center of the rock scene in town and the place where many of the biggest acts in rock got their big break. The two meet as Drew helps Sherrie with a situation when she first arrives in town. Despite Dennis Dupree, the Bourbon's owner/manager, not liking to hire people like Drew or Sherrie - someone who has musical aspirations - as service staff, Drew is able to convince Dennis and his assistant Lonny to hire Sherrie as a server, Drew and Sherrie who have a blossoming mutual attraction. Dennis and Lonny, who are having financial difficulties, are able to convince rock star Stacee Jaxx, the perpetually stoned front man for the band Arsenal who got his first break performing at the Bourbon, to perform for free at a benefit concert at the club. Rumors are that Stacee is leaving Arsenal after their next gig to go solo, Rolling Stones reporter Constance Sack who wants to get the true story as to the reason. Another problem for the Bourbon is that Mayor Mike Whitmore is taking a tough stance on what he sees as bad societal influences like rock music. His Christian fundamentalist wife Patricia Whitmore is leading the on the ground campaign in this area, she who is determined to shut down the Bourbon. But Patricia is hiding a secret from her past as to the reason for her extreme fervor in getting rid of the Bourbon. As Drew and Sherrie's romance blossoms, other romances around them blossom as well. But their romance and their musical aspirations are threatened by trying to stay true to their musical visions, changing musical tastes, and by Stacee himself.",5.9,"83,301",https://m.media-amazon.com/images/M/MV5BMTg2NDQyODAzNF5BMl5BanBnXkFtZTcwMTg5MDA3Nw@@._V1_SX300.jpg,PG-13,15 Jun 2012,123 min,"Justin Theroux, Chris D'Arienzo, Allan Loeb",English,United States,2 wins & 8 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47.0,movie,3
tt1426352,Amer,2009,"Drama, Horror, Mystery","HÃ©lÃ¨ne Cattet, Bruno Forzani","Cassandra ForÃªt, Charlotte EugÃ¨ne Guibeaud, Marie Bos","Three key moments, all of them sensual, define Ana's life. Her carnal search sways between reality and colored fantasies becoming more and more oppressive. A black laced hand prevents her from screaming. The wind lifts her dress and caresses her thighs. A razor blade brushes her skin, where will this chaotic and carnivorous journey leave her?",6.1,"6,699",https://m.media-amazon.com/images/M/MV5BMzE2ODI3NTU0MV5BMl5BanBnXkFtZTcwOTgwMTIzNA@@._V1_SX300.jpg,Not Rated,03 Mar 2010,90 min,"HÃ©lÃ¨ne Cattet, Bruno Forzani",French,"Belgium, France",7 wins & 6 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72.0,movie,0
tt14264844,P!nk: All I Know So Far,2021,"Documentary, Biography, Music",Michael Gracey,"P!nk, Remi Bakkar, Khasan Brailsford","A behind-the-scenes look at P!NK as she balances family and life on the road, leading up to her first Wembley Stadium performance on 2019's ""Beautiful Trauma"" world tour.",7.8,"2,374",https://m.media-amazon.com/images/M/MV5BY2YxMjMxM2UtN2VkYy00NmFhLWFlYTMtZmMwNzYzZjY0Y2NhXkEyXkFqcGc@._V1_SX300.jpg,TV-14,21 May 2021,99 min,"P!nk, Michael Gracey, Cindy Mollo",English,United States,2 nominations,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60.0,movie,3
tt0901476,Bride Wars,2009,"Comedy, Romance",Gary Winick,"Kate Hudson, Anne Hathaway, Candice Bergen","In Manhattan, the lawyer Liv and the school teacher Emma have been best friends since their childhood. They both are proposed to by their boyfriends on the same day and they plan their wedding parties in Plaza Hotel, using the services of the famous Marion St. Claire. However, due to Marion's secretary's mistake, their weddings are scheduled for the same day. None of them agrees to change the date and they become enemies, trying to sabotage the wedding party of the rival.",5.5,"119,760",https://m.media-amazon.com/images/M/MV5BMTUyNTg2OTUwN15BMl5BanBnXkFtZTgwNzEzMzg5MTI@._V1_SX300.jpg,PG,09 Jan 2009,89 min,"Greg DePaul, Casey Wilson, June Diane Raphael",English,United States,1 win & 8 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",24.0,movie,4
tt6910282,Bergman Island,2021,"Comedy, Drama, Romance",Mia Hansen-LÃ¸ve,"Vicky Krieps, Tim Roth, Mia Wasikowska","""The picture revolves around an American filmmaking couple who retreat to the island for the summer to each write screenplays for their upcoming films in an act of pilgrimage to the place that inspired Bergman. As the summer and their screenplays advance, the lines between reality and fiction start to blur against the backdrop of the Island's wild landscape.""",6.6,"10,547",https://m.media-amazon.com/images/M/MV5BNDhhYWVlYTQtYzZmMy00MDhjLWJlMzEtOTE4MTRkNjEyMmM1XkEyXkFqcGc@._V1_SX300.jpg,R,14 Jul 2021,112 min,Mia Hansen-LÃ¸ve,"English, Swedish, French","France, Belgium, Germany, Sweden, Mexico, Brazil, United Kingdom, United States",10 nominations,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80.0,movie,0
tt1426362,Daddy Longlegs,2009,"Comedy, Drama","Benny Safdie, Josh Safdie","Ronald Bronstein, Alex Greenblatt, Sage Ranaldo","After months of being alone, sad, busy, sidetracked, free, lofty, late and away from his kids, Lenny, 34 with graying frazzled hair, picks his kids up from school. Every year he spends a couple of weeks with his sons Sage, 9, and Frey, 7. Lenny juggles his kids and everything else all within a midtown studio apartment in New York City. He ultimately faces the choice of being their father or their friend all with the idea that these two weeks must last 6 months. In these two weeks, a trip upstate, visitors from strange lands, a mother, a girlfriend, ""magic"" blankets, and complete lawlessness seem to take over their lives. The film is a swan song to excuses and responsibilities; to fatherhood and self-created experiences, and to what it's like to be truly torn between being a child and being an adult.",6.9,"3,085",https://m.media-amazon.com/images/M/MV5BMjc0MDM2MDI4MF5BMl5BanBnXkFtZTgwMzk0ODM0NDE@._V1_SX300.jpg,TV-14,28 Apr 2010,100 min,"Ronald Bronstein, Benny Safdie, Josh Safdie",English,"France, United States",4 wins & 7 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74.0,movie,2
tt1098327,Dragonball Evolution,2009,"Action, Adventure, Fantasy",James Wong,"Justin Chatwin, James Marsters, Chow Yun-Fat","With his beloved grandfather, Gohan, on the verge of death after demon Lord Piccolo's botched attempt to find one of the legendary Dragon Balls, eighteen-year-old Son Goku embarks on a mission to find the wise martial arts master and innovator of the Kamehameha technique, Master Roshi. Now, to thwart megalomaniac Piccolo's plans for world domination, Son Goku, along with a handful of brave defenders, must gather all seven mystical Dragon Balls before the next solar eclipse. Who will prevail in the final confrontation and the battle for Earth's future?",2.5,"84,182",https://m.media-amazon.com/images/M/MV5BZTg0ZGM3NmItNmU4ZC00YWIxLWI0Y2UtMzNmYjE4MjIwM2QxXkEyXkFqcGc@._V1_SX300.jpg,PG,10 Apr 2009,85 min,"Ben Ramsey, Akira Toriyama","English, Japanese","United States, United Kingdom, Mexico, Hong Kong",1 nomination total,"[{'Source': 'Internet Movie Database', 'Value': '2.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45.0,movie,1
tt6654316,Youth,2017,"Drama, Romance, War",Xiaogang Feng,"Xuan Huang, Miao Miao, Caiyu Yang",A look at the lives of members of a Military Cultural Troupe in the 1970s.,7.0,"3,659",https://m.media-amazon.com/images/M/MV5BMzQ3M2UyOTMtZjRkZS00NGYyLTkwOGQtYmNiMTc3ZDkyOGM4XkEyXkFqcGc@._V1_SX300.jpg,Not Rated,15 Dec 2017,135 min,Geling Yan,Mandarin,China,25 wins & 45 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69.0,movie,2
tt0901494,Life Is Hot in Cracktown,2009,"Crime, Drama",Buddy Giovinazzo,"Evan Ross, Stephanie Lugo, Maurice Blake",Various stories of how crack cocaine has infiltrated the inner-city streets.,6.1,"1,903",https://m.media-amazon.com/images/M/MV5BMzMyOTMwNzg2NV5BMl5BanBnXkFtZTcwODc5Mzc1Mg@@._V1_SX300.jpg,R,26 Jun 2009,99 min,Buddy Giovinazzo,English,United States,1 nomination,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36.0,movie,3
tt1142988,The Ugly Truth,2009,"Comedy, Romance",Robert Luketic,"Katherine Heigl, Gerard Butler, Bree Turner","A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love. His clever ploys, however, lead to an unexpected result.",6.4,"237,654",https://m.media-amazon.com/images/M/MV5BMTM2MTM2OTUwNl5BMl5BanBnXkFtZTcwNTgwNTE0Mg@@._V1_SX300.jpg,R,24 Jul 2009,96 min,"Nicole Eastman, Karen McCullah, Kirsten Smith",English,United States,3 wins & 5 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28.0,movie,4
tt1827578,The End of Love,2012,Drama,Mark Webber,"Mark Webber, Alia Shawkat, Shannyn Sossamon","Mark is an actor, recently widowed and the father of two year old Isaac. Beyond Mark's time with Isaac who he truly loves, Mark's life is a mess. He is struggling as an actor, always hoping but somewhat delusional about his chances at getting the acting jobs for which he's auditioned. He makes no attempt at earning a living in any other manner. As such, he often needs to borrow money from his friends, always saying that the money will be returned soon. They share an apartment with Tim and Ray - it being Tim's apartment - and are behind in paying Tim rent, their share which Tim has to cover in the meantime. Mark wants to lead the Hollywood actor life, which is made all the more difficult in being Isaac's sole caregiver. Mark has intimacy issues stemming solely from the last encounter he had with his wife before her tragic accidental death. All these issues combined lead to Mark not being able to provide Isaac with much of a life, again beyond the time that they are able to spend together. Mark's life may take a turn when he and Isaac meet Lydia, the owner/operator of a children's playspace. Lydia is a single mother herself of adolescent Bebel. Mark and Lydia are attracted to each other. Lydia's life is more put together than Mark's, and their relationship may have that hurdle of Mark's intimacy issue to survive.",5.9,"1,888",https://m.media-amazon.com/images/M/MV5BOTc3MjIyNzI1OV5BMl5BanBnXkFtZTcwMTA5MDY1OA@@._V1_SX300.jpg,Not Rated,21 Jan 2012,89 min,Mark Webber,English,United States,1 nomination,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56.0,movie,1
tt1204773,Everyone Else,2009,"Drama, Romance",Maren Ade,"Lars Eidinger, Birgit Minichmayr, Hans-Jochen Wagner","Chris (Lars Eidinger) and Gitti (Birgit Minichmayr) are a couple whose relationship has more than its share of ups and downs; she works as a publicist for a rock group whose career is going nowhere in particular, while he's an architect who hasn't been able to persuade anyone to build one of his designs just yet. While Gitti's career isn't much, it's enough to give her head-of-the-household status, to Chris' chagrin. Chris and Gitti are spending some time at his well-to-do family's summer home in Sardinia, and they seem to be getting along relatively well until they meet another couple vacationing nearby, Hans (Hans-Jochen Wagner) and Sana (Nicole Marischka). Hans is an architect like Chris, but unlike Chris his career is in high gear, while Sana is a well-respected artist. Hans isn't afraid to display his alpha-male status in their relationship, and Chris' attempts to emulate him add to the tension between him and Gitti, while she isn't sure what to make of a couple who seem so outwardly happy.",6.6,"4,121",https://m.media-amazon.com/images/M/MV5BMTc1ODA4MjM0MF5BMl5BanBnXkFtZTcwMzIxNTgyMg@@._V1_SX300.jpg,Unrated,18 Jun 2009,119 min,Maren Ade,"German, Italian",Germany,7 wins & 19 nominations,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71.0,movie,2
tt1016075,Fame,2009,"Drama, Musical, Romance",Kevin Tancharoen,"Kelsey Grammer, Bebe Neuwirth, Megan Mullally","An updated version of the musical Fame (1980), which centered on the students of the New York Academy of Performing Arts. The name of the school in 1980 was Fiorello Laguardia High School.",5.0,"17,222",https://m.media-amazon.com/images/M/MV5BMTU1NjE1NjY0OF5BMl5BanBnXkFtZTcwMDQ3ODg3Mg@@._V1_SX300.jpg,PG,25 Sep 2009,107 min,"Allison Burnett, Christopher Gore",English,United States,3 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39.0,movie,1
tt5535276,Maestro,2023,"Biography, Drama, History",Bradley Cooper,"Carey Mulligan, Bradley Cooper, Matt Bomer",This love story chronicles the lifelong relationship of conductor-composer Leonard Bernstein and actress Felicia Montealegre Cohn Bernstein.,6.5,"67,592",https://m.media-amazon.com/images/M/MV5BY2M1MWUyYzctMzk1Zi00M2RkLTkwY2YtMzE4MDhiZGQwZmU5XkEyXkFqcGc@._V1_SX300.jpg,R,20 Dec 2023,129 min,"Bradley Cooper, Josh Singer",English,"United States, Canada",Nominated for 7 Oscars. 27 wins & 180 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77.0,movie,3
tt1426371,Little Girl,2009,Drama,"Tizza Covi, Rainer Frimmel","Patrizia Gerardi, Tairo Caroli, Walter Saabel","A circus woman and her husband find a two year old girl in the trailer park where they are living. With the help of another child, they search for her mother.",7.0,734,https://m.media-amazon.com/images/M/MV5BOTczNDA5MDY4N15BMl5BanBnXkFtZTgwNjQzNjY2MDE@._V1_SX300.jpg,Not Rated,31 Aug 2011,100 min,Tizza Covi,Italian,"Italy, Austria",13 wins & 5 nominations,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62.0,movie,4
tt6565702,X-Men: Dark Phoenix,2019,"Action, Adventure, Sci-Fi",Simon Kinberg,"James McAvoy, Michael Fassbender, Jennifer Lawrence","The X-Men. Protectors of peace. Jean Grey is one of the most beloved X-Men. But when a mission goes wrong, Jean is exposed to a dark and ancient power. This power has destroyed everything it comes in contact with, until her. Now that this power is becoming unstable, she releases it with destruction and anger. Now that this foreign power is consuming her, and the world is threatened, the X-Men have to face an important truth: they must save either the world, or their friend who threatens it.",5.7,"224,534",https://m.media-amazon.com/images/M/MV5BZjcwMDIyNjctMDVmNS00MzkyLTgxMDMtNTFmNTk0NDkyNzdjXkEyXkFqcGc@._V1_SX300.jpg,PG-13,07 Jun 2019,113 min,Simon Kinberg,"English, French",United States,13 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43.0,movie,1
tt13207508,Swan Song,2021,"Drama, Romance, Sci-Fi",Benjamin Cleary,"Mahershala Ali, Naomie Harris, Awkwafina","Set in the near future, ""Swan Song"" is a powerful, emotional journey told through the eyes of Cameron (Mahershala Ali), a loving husband and father diagnosed with a terminal illness who is presented with an alternative solution by his doctor (Glenn Close) to shield his family from grief. As Cam grapples with whether or not to alter his family's fate, he learns more about life and love than he ever imagined. ""Swan Song"" explores how far we will go, and how much we're willing to sacrifice, to make a happier life for the people we love.",6.8,"19,139",https://m.media-amazon.com/images/M/MV5BNWM0ZThjOWItZmU0OS00NWM2LThhYjItYjJiZjQxZDZjOWZkXkEyXkFqcGc@._V1_SX300.jpg,R,17 Dec 2021,116 min,Benjamin Cleary,English,United States,Nominated for 1 BAFTA Award2 wins & 12 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,movie,1
tt6566768,Native Son,2019,Drama,Rashid Johnson,"Ashton Sanders, Margaret Qualley, Nick Robinson",A young African-American living in Chicago enters into a seductive new world of money and power after he is hired as a chauffeur for an affluent businessman.,5.7,"2,910",https://m.media-amazon.com/images/M/MV5BN2Q2NzA3OTAtZDdhOS00NmU1LTg5ZjYtZjJkNjZhNGVhMjY2XkEyXkFqcGc@._V1_SX300.jpg,TV-MA,06 Apr 2019,104 min,"Suzan-Lori Parks, Richard Wright",English,United States,4 wins & 7 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63.0,movie,2
tt2338424,Tumbledown,2015,"Comedy, Music, Romance",Sean Mewshaw,"Rebecca Hall, Jason Sudeikis, Blythe Danner","Hannah (Hall) is beginning to move on with her life after the death of her husband, an acclaimed musician and the subject of her latest biography, when she meets Andrew (Sudeikis), a brash writer from New York, who has a different take on her husband's life - and death. The unlikely pair must collaborate to put together the famous singer's story and begin to write the next chapter of their lives.",6.2,"8,279",https://m.media-amazon.com/images/M/MV5BMTU5MzkwOTQ1M15BMl5BanBnXkFtZTgwMjcxMzg2NzE@._V1_SX300.jpg,R,05 Feb 2016,105 min,"Sean Mewshaw, Desi van Til",English,"United States, Canada",1 nomination total,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60.0,movie,4
tt3544082,45 Years,2015,"Drama, Romance",Andrew Haigh,"Charlotte Rampling, Tom Courtenay, Geraldine James","Kate (Charlotte Rampling) and Geoff Mercer (Sir Tom Courtenay) are planning to celebrate their 45th wedding anniversary with dozens of friends. The event is to take place soon in the community hall of Norwich, the town near which they live. A week before the party, Geoff receives a letter which, although he tries to hide it, obviously troubles him. When his wife asks him what is going on, Geoff tells her that the body of Katya, his first great love who disappeared fifty years before in the Alps, has just been found in a melting glacier. From then on, Geoff starts behaving more and more strangely and for the first time after so many years Kate asks herself who the man she married so long ago really is.",7.1,"36,377",https://m.media-amazon.com/images/M/MV5BMTgxMTQ4NzMyN15BMl5BanBnXkFtZTgwODA0MTgyNzE@._V1_SX300.jpg,R,28 Aug 2015,95 min,"Andrew Haigh, David Constantine",English,United Kingdom,Nominated for 1 Oscar. 21 wins & 62 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",94.0,movie,2
tt1142800,Madea Goes to Jail,2009,"Comedy, Crime, Drama",Tyler Perry,"Tyler Perry, Keshia Knight Pulliam, Derek Luke","Mischievous grandma Madea lands in jail, where she meets a variety of mixed-up characters.",4.6,"13,157",https://m.media-amazon.com/images/M/MV5BMTk1Nzg0MDIxM15BMl5BanBnXkFtZTcwMjk5ODkyMg@@._V1_SX300.jpg,PG-13,20 Feb 2009,103 min,Tyler Perry,English,United States,1 win & 4 nominations,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50.0,movie,4
tt0438488,Terminator Salvation,2009,"Action, Adventure, Sci-Fi",McG,"Christian Bale, Sam Worthington, Anton Yelchin","In 2003, in the Longview State Correctional Facility, the criminal Marcus Wright is on death row, and is convinced by the cancerous Dr. Serena Kogan to donate his body to her research and he accepts. In 2018, after an unsuccessful attack to a Skynet facility, only John Connor survives, but he discovers that Skynet is developing the powerful new model T-800. Out of the blue, Marcus appears naked and with amnesia in the location. Marcus befriends the teenager Kyle Reese and the girl Star who help him to survive the lethal machines and they travel together in a Jeep. Meanwhile the resistance discovers a signal that might turn-off the machines and John offers to test it. When Kyle is captured by a machine and brought to the Skynet headquarters, Marcus decides to help the youngster and heads to Skynet; on the way, he saves Blair Williams who suggests to him that he should meet John Connor first. But Marcus steps on a mine and is submitted to surgery, when a secret about his origins is disclosed.",6.5,"388,740",https://m.media-amazon.com/images/M/MV5BMWY1OWQ4ZWQtYzZkOS00ZTU0LWE3MDItOTg3YzdmODRkMDVjXkEyXkFqcGc@._V1_SX300.jpg,PG-13,21 May 2009,115 min,"John Brancato, Michael Ferris","English, Italian",United States,2 wins & 14 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49.0,movie,2
tt2935476,Far from the Madding Crowd,2015,"Drama, Romance",Thomas Vinterberg,"Carey Mulligan, Matthias Schoenaerts, Michael Sheen","The story of independent, beautiful and headstrong Bathsheba Everdene (Carey Mulligan), who attracts three very different suitors: Gabriel Oak (Matthias Schoenaerts), a sheep farmer, captivated by her fetching willfulness; Frank Troy (Tom Sturridge), a handsome and reckless Sergeant; and William Boldwood (Michael Sheen), a prosperous and mature bachelor. This timeless story of Bathsheba's choices and passions explores the nature of relationships and love - as well as the human ability to overcome hardships through resilience and perseverance.",7.1,"55,784",https://m.media-amazon.com/images/M/MV5BNzI4NzUwNDgwN15BMl5BanBnXkFtZTgwNTI3MjMwNTE@._V1_SX300.jpg,PG-13,22 May 2015,119 min,"Thomas Hardy, David Nicholls",English,"United Kingdom, United States",2 wins & 11 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71.0,movie,3
tt7984766,The King,2019,"Biography, Drama, History",David MichÃ´d,"Tom Glynn-Carney, GÃ¡bor Czap, Tom Fisher","Hal (TimothÃ©e Chalamet), wayward prince and reluctant heir to the English throne, has turned his back on royal life and is living among the people. But when his tyrannical father dies, Hal is crowned King Henry V and is forced to embrace the life he had previously tried to escape. Now the young king must navigate the palace politics, chaos and war his father left behind, and the emotional strings of his past life - including his relationship with his closest friend and mentor, the aging alcoholic knight, John Falstaff (Joel Edgerton).",7.3,"170,808",https://m.media-amazon.com/images/M/MV5BOTFhZTY4YWUtMmJjMy00OTE0LTlmZjctMDg5MTk4N2ZjZWNjXkEyXkFqcGc@._V1_SX300.jpg,R,01 Nov 2019,140 min,"David MichÃ´d, Joel Edgerton","English, French, Latin","United Kingdom, Hungary, United States, Australia",13 wins & 28 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62.0,movie,1
tt1406161,I'm Glad My Mother Is Alive,2009,Drama,"Claude Miller, Nathan Miller","Vincent Rottiers, Sophie Cattani, Christine Citti","Given up for adoption as a toddler, troubled teenager Thomas becomes obsessed with tracking down his birth mother. After years of searching, Thomas finds her single, with a small child, living in a nearby suburb and begins a relationship with her which slowly drives him to an act of madness.",6.7,598,https://m.media-amazon.com/images/M/MV5BMTcwODc3NjkxMl5BMl5BanBnXkFtZTcwMzQ3MDkxNg@@._V1_SX300.jpg,Not Rated,02 Sep 2011,91 min,"Emmanuel CarrÃ¨re, Alain Le Henry, Claude Miller",French,France,1 win & 3 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73.0,movie,2
