Title,Plot_clean,Genre_list
Je fais feu de tout bois,every year cannes film festival daniel danite filmmaker looking way save cinema art perpetual danger according,['Comedy']
Wait and See (Wacht maar af),quirky emma adores ramses shaffy deceased dutch artist classmate think shes weird question gender every day emma want become artist work hard blow bullying classmate away,['Documentary']
Restless Child,three young cinema lover follow jean douchet question friend former student documentary reveals man critical philosophy part history cahiers du cinma art loving,['Documentary']
12 Golden Ducks,future chang former gigolo devastated affair return thailand help former friend work hard get shape return hong kong make comeback male escort trade,['Comedy']
The Venerable W.,view religious tension muslim buddhist portrait buddhist monk ashin wirathu leader antimuslim movement myanmar,['Documentary']
Anonymosity,anonymous hitman insists never told target name reason killed every penny earns spent hospital bill comatose mother life support never recover whenever another hospital bill due accepts another job high debt doctor advise anonymous intend turn mother life support machine anonymous offered hit high profile target make enough money never worry another hospital bill desperate keep mother alive anonymous accepts job unfortunately hit go according plan anonymous find target assassination,"['Comedy', 'Crime']"
Loves Park,boredom anxiety intense wanderlust ensue edie befriends young local neighbor named dustin friendship begin undermine status happy mother wife,['Comedy']
America's Child Brides,america legal loophole legislation allowed underage girl married much older men film meet child bride heart dangerous phenomenon,['Documentary']
Burma: Reflections on a Hidden Land,burma reflection hidden land trace journey two american filmmaker troubled land journey new place attempt look surface appearance understand burmese people live find hope terrible circumstance,"['Documentary', 'Adventure']"
Paw Patrol: Mission Big Screen,there screen big pup small pawsome cinema experience join ryder chase marshall skye rest paw patrol take embark adventure adventure bay beyond,['Adventure']
Shamolyn Generations,year fellowship shamolyn slowly suffering hope survival diminishingbut help mnight shamolyns adopted son saleemthey propel dark future awaits,['Animation']
Carmen G,carmen gonzalez crossed usmexico border valiant heroic effort save infant son mateo violent gang lord native columbia killed husband however first terrifying night new york city mateo despaired form decrepit motel room never seen faith namesake virgin carmen sustaining carmen spent next thirty year undocumented scouring street queen desperate sign beloved son losing job livein maid carmen unemployed desperate forced turn false charity unsavory couple malicious intent soon thereafter carmen wake hospital learn breast cancer one turn carmen fear worst find sympathy generous caring year old doctor whose name mateo,['Thriller']
Rupinder Gandhi 2: The Robin Hood,honorable man change course life friend make decision put wrong side law,"['Action', 'Crime']"
Maro Prasthanam,shiva reckless criminal trusted lieutenant dreaded brash gangster rane inhuman gangster could kill anyone everyone without inhibition unforeseen incident force shiva sting operation expose gang dark secret changed thing flow happened end form film story,"['Action', 'Crime']"
I Love Special Olympics,love special olypmics documentary film chronicle life four people learning disability film centre around down syndrome dancer hannah twenty want famous down syndrome person world world champion judo fighter oliver teen foster care struggle make sense world ten pin bowler jonathan fortes couldnt walk nine said first word seven basket ball player tom want fit learning disability define athlete train year round compete special olympics,['Documentary']
The Awakening of Lilith,woman find midst dark mystery unexplained loss loved one mind begin unravel sense reality begin slip away,['Horror']
Yuddham Sharanam,family torn apart arjun set journey solve mystery seek revenge,"['Action', 'Thriller']"
Mapping the Future the Power of Algorithms,last year data stream flowing internet turned tsunami ninety percent information sitting world server created last two year total digitization open co,['Documentary']
Currency Nagar,unusual conversation thief currency narrated multiple story explores human need greed form metaphorical comparison movie deal darkest truth nature,"['Romance', 'Thriller']"
Betula Nigra: The Life of Charles Fenerty,featurelength documentary film exploring life charles fenerty awardwinning nova scotian poet little known inventor woodpulp paper process,['Documentary']
Marne Bhi Do Yaaron,young man make failed suicide attempt meet bystander insists helping return money,['Comedy']
Aro Bhalobashbo Tomai,shakib khan shakib khan famous movie star fall love simple girl nolok pori moni talking cellphone finally shakib go sylhet see nolok first time noloks father reject shakibs marriage proposal bad idea people glamour world together shakib nolok convince accept ill fate,['Romance']
Stolen Moments,cross documentaryfiction story set southern italy puglia tv program today tell former story sabino young boy fond jazz music time emigrated north many others,['Comedy']
Of Love and Lies,tho nicknamed ant would like give hope father laurent lonely alcoholic disillusioned life opportunity come tho signed english arsenal fc finally tho selected short stature boy chooses white lie disappoint father,['Comedy']
Creag nam Buthaidean agus Na Caraidean Ura,tha na caraidean daonnan dlth ach ciamar thid dhaibh nuair tha ugh beag air chall friend always stick together thing small egg lost,['Adventure']
Tripura,tripura story village background tripura swathi village girl weird dream dream come true tripura taken hyderabad treatment dream meet doctor played naveen chandra fall love naveen chandras friend go missing time pass tripura continues get dream one day see killing naveen knife kind situation encounter post marriage make remaining story,"['Comedy', 'Horror']"
The Music Tree,music treea arvore da musica found remnant brazil devastated atlantic rainforest brazilwood pernambucopau brasil vital manufacture fine violin cello viola bow ever since time mozart composing masterpiece search wood forest brazil use world greatest symphony orchestra film explores path saving tree music depends,['Documentary']
Comanche,driven revenge death wife son mustachioed renegade cop seek take secretive omnipotent chicago crime syndicate,"['Action', 'Comedy', 'Crime']"
Baantjer het begin,detective de cock stationed raw police station warmoesstraat amsterdam together new partner montijn encounter murder case seems prelude attack coronation princess beatrix,"['Action', 'Crime']"
Arg Stairs,arg stair creative withdrawn caveman close group friend secretly wish popular village suddenly get want invention stair propels popularity spot alongside powerful member village blord however sudden ego boost strain relationship true friend leaf vulnerable manipulation ulterior motif,"['Adventure', 'Comedy']"
The Yorkshire Home Invasion,town yorkshire person named thomas grey get invite parent visit old family home thing dont go expected lead fbi homicide investigation,['Horror']
Siege,th may senior constable len snee grant diver bruce miller arrived chaucer rd napier serve search warrant jan molenaar growing cannabis routine warrant something done countless time meant ordinary procedure turned three new zealand darkest day ended one police officer dead two officer critically injured member public fighting life fifty hour jan molenaar made permanent devastating imprint upon national psyche new zealand changed life individual family police community city siege one worst unexpected case violence napier new zealand witnessed shocking ordinary suburban backdrop,['Crime']
Who's Afraid of Ngugi?,novelist essayist playwright journalist editor academic social activist ngugi wa thiongo born kenya large peasant family novel petal blood published critical acclaim,['Documentary']
Christmas Wedding Runaway,runaway bride soulsearching shes trapped snowedin cabin grandmother old flame christmas,['Romance']
Años luz,mateo beln mara jos three sibling grown apart forced meet order close deal sell house spent childhood therefore need set trip old town father old car road awaits obstacle force deal buried conflict,['Comedy']
Cuando cierro los ojos,framed corrupt mexican police force denied interpreter two indigenous inmate finally reveal language tragic story couldnt tell judge cling vivid memory loved one,['Documentary']
"Meditation, Creativity, Peace",documentary exhilarating inspiring roundup question answer david lynchs european middle east tour visited country meet film student receive national award launch university project describe extraordinary benefit creativity peace gained transcending thought transcendental meditation introduced world maharishi mahesh yogi,['Documentary']
El club de los buenos infieles,four childhood friend married passion left get together high school reunion dinner laugh drink agree love wife longer desire together hatch illogical project secret club men want cheat regain lust wife,['Comedy']
La suite canadienne,adam decides remake ballet titled suite canadienne ludmilla chiriaeff first broadcast nationally quebec television,['Documentary']
Zaza,zaza yet another one little romance really different hollywood production except action taking place moscow film surely bound put smile face provided course really hate romance one net merit movie power vivacity main character zaza woman late thirty look act time stood place although year imprisoned obligation towards son learns taste joy life along anton dismissing age difference movie present story woman rediscovers beauty sexuality try take advantage second opportunity life given experience love spontaneous love succeed surpassing prejudice social obstacle life separate good two destiny,"['Comedy', 'Romance']"
Slán Leis An gCeol - Farewell to Music,lyrical portrait brilliant yet tormented artist sln lei gceol farewell music explores complexity talented philosophical man laying bare deepseated,['Documentary']
Death Trip,four friend take cottage trip dead winter stay discover dark detail neighboring cottager one friend found mutilated group worry theyre targeted angry local,"['Horror', 'Thriller']"
Dui Rupaiyan,one day conducting smuggling lose transaction slip r note film duo rupaiyan entail quest find r save neck saving local thug police bos,['Action']
Zloty srodek,crooked politician crooked decision maker funny crooked lawyer helping crooked politician funny object machination however might object nefarious activity needless say figure way beat crook since devil need fought fire former criminal asset crook film nice combination political satire thriller comedy love story wellactors film great anna przybylska carry well difficult role edward lubaszenko mirkas grandfather make smile every time even say word krzysztof kowalewski cabinet minister show many different face cezary pazura made famous two killer movie good olaf lubaszenko created one good movie,['Comedy']
A Mero Hajur 2,man stalk girl fall love relative dont want girl man,['Romance']
Paintball,group young urban workaholic sign weekend paintballing adventure adrenalinefilled entertainment soon turn manhunt become prey hunter shoot live ammo paint longer game,"['Action', 'Thriller']"
A Taboo Identity,explores kay taylor parker journey legend adult film industry current work metaphysical counselor address today challenge identity common issue past v present struggle faced many changing time along way kay come term conflict porn star identity identity spiritual teacher healer guide journey kay discovered rediscovered taboo identity provides viewer long unflinching look actualization kay taylor parker,['Documentary']
The Diet Life,overweight former supermodel forced lose weight resurrect dying career fall love trainer wannabe hollywood socialite plunge headlong,['Comedy']
The Christmas Pitch,william becca two executive bigtime marketing firm chicago bomb holiday pitch sent williams hometown kringle lake bos mr kris rediscover spirit christmas williams brother bakery forced close door william becca work together plan save bakery find christmas spirit,"['Comedy', 'Romance']"
Humans,team several researcher travel swiss alp investigate scientific discovery human evolution trip however turn deadly fight survival team crash gully find falling prey someoneor something,"['Action', 'Adventure', 'Horror']"
The Soul Reaper,mysterious death occur community someone something brewing skull wine oldest form dark magic,['Horror']
Alberta Legacy,documentary involving around brain drain iran interviewing student faculty known university iran also entrepreneur film try discover difference facility opportunity structure etc university iran developed country mostly usa european country crew made film iran interview done internet interview episode highly focused historical religious value iran interviewee get extremely emotional interview name inspired difference lifestyle iranian student alberta university implicitly condemned claimed director tried picture everything unbiased though second third episode take place europe,['Documentary']
The Kidnap,small time gangster decided go big resign really big big kidnapping ransom one richest bachelor nairobi someone forgot run,['Comedy']
Antes de la quema,quique successful yearold composer necessary fund support broken family sister prison trafficking drug elderly mother suffering alzheimers decides reconcile activity new job drug dealer,['Comedy']
Viette,asian american teenager dream breaking free oppressive household pursue personal desire forbidden love balancing life two opposite world viette ever follow heart consequence overwhelming,['Romance']
Apache Junction,apache junction old west outpost lawlessness thief coldblooded killer bigcity reporter annabelle angel arrives town becomes target notorious gunslinger jericho ford come aid annabelle must entrust future man deadly past jericho head toward tense showdown,"['Action', 'Adventure', 'Crime']"
Thirteen Months,month family escape tragic past relocate remote home son locked mental institution month reappears stormy night terror grip confront dark secret looming,['Thriller']
Stagger Special Edition Director's Cut,illegal rave organizer jake crew formulate new street drug soon side effect cause problem user start experiencing hallucination flashback along violent vision later prove premonition,['Crime']
Yarukkya naito,schoolboy gousuke erotic power love hentai rude awakening news school antifun ban nature natural reaction like erection gousuke take lying soon band together others restore sanity right horny,['Comedy']
Kingdom Men Rising,kingdom men rising documentary exploring mean real man midst cultural trend confusion masculinity challenging men rise weve become life excuse,['Documentary']
Serial Rabbit 7: Critical Rabbit Theory,year stuck old west rabbit propositioned lilith return present time help regain throne hell official sequel serial rabbit franchise man dist,"['Comedy', 'Horror']"
Yevado Okadu,ravi teja anupama parameswaran playing main lead role ravi teja seen college lecturer anupama seen student movie,['Action']
Planet 42 from Outer Space,planet outer space film impending nuclear war human nature alien politics heart stand terrifying ordeal,"['Action', 'Adventure', 'Comedy']"
Bhagyadevatha,cable operator push wife family required amount dowry paid thing change becomes winner lottery want pull family mean,['Comedy']
I Killed My Mother,teenager hubert haughtily regard mother contempt see tacky sweater kitsch decoration addition irritating surface detail also parent cherished mechanism manipulation guilt confused lovehate relationship obsesses day hubert drift mystery adolescence artistic discovery illicit experience openingup friendship ostracism turbulent relationship mother son unfolds compelling combination savage fury melting affection stunning semiautobiographical directing debut yearold actor xavier dolan,['Romance']
Into the Image,discover captivating journey photography inception freezing moment time join ten diverse character share contribution evolution image revealing shared history identity,['Documentary']
Cop Car,pair tenyearolds find abandoned cop car field take joyride seems like could kill moment thing get worse small town sheriff go looking missing car kid find center deadly game cat mouse dont understand way go fast cop car take,"['Crime', 'Thriller']"
Eruption,clive de roo scientist discovers new source seismic activity beneath gulf waitemata provides new volcanic eruption could occur within next day hard convince skeptical colleague undertook effort minimize effect disaster talk radio threat think he harmless lunatic ambitious wife clive fear however discovery husband may deter investor would win company work,['Thriller']
Australia's Great Flood,story australia greatest flood queensland flood early told perspective people actually lived,['Documentary']
Oasis,human relationship begin beginning end filled love joy sadness anger surprise human compare euphoria paradise short oasis,['Short']
The Classified File,veteran detective receives special request parent missing child investigate case clever kidnapper eludes police case becomes mystery fortuneteller foretells child whereabouts people get listen say also tell detective one save one trust two come closing around kidnapper using mean possible,['Crime']
The Yellow Wallpaper,yellow wallpaper motion picture origin myth rather direct adaptation famous charlotte perkins gilman story drawing original short story number gilman gothic work giant wisteria unwatched door etc yellow wallpaper original narrative event unfold around actual writing yellow wallpaper short story devastating fire charlotte john rent countryside house attempt start life though charlotte upon seeing vision deceased daughter retreat house attic pull away husband sister,['Thriller']
Trolls Holiday,queen troll poppy find bergen holiday enlists help friend branch snack pack help bring holiday bergen,"['Animation', 'Adventure', 'Comedy']"
Summer's Moon,rebellious teenager summer matthew find mother secret unknown father alive decides seek hitchhikes small village called massey old picture father expecting someone might identify arrives community shoplifts store local sheriff see chase however tom hoxey help flee go date night tom take home life mother gaia one night stand next morning summer ready go find tom quite perfect gentleman,"['Horror', 'Thriller']"
13,film serial killer whose hit list people remains unorganized murder there bald man mission looking justice however authority unable provide justice,"['Crime', 'Thriller']"
No Filter the Film,rhonda kim hamilton two highly successful cousin vastly different philosophy dating one sexually liberated hoe according kim getting breakup long term relationship dealing work issue getting enough according rhonda set atlanta two young attractive single lady take whirlwind ride one night stand tickle test bedroom whirlwind technique vanilla allergy stripper dl suspect ton hilarious laugh,['Comedy']
El viaje del cometa,enoc maria luisa retired teacher couple travel rv packed telescope remote place mexico teach share love astronomy,['Documentary']
Boy Meets Gun,bored evolutionary philosopher maarten moreau get caught robbery accidentally get hold murder weapon seized renewed appetite life maarten decides keep gun true romance blossom boy gun without consequence,"['Comedy', 'Crime']"
La Via della Conciliazione,everyone visualize via della conciliazione st peter basilica background image rome famous postcard backdrop tv news correspondent report vatican pope city realize street always fact truth michelangelo designed built dome st peter bernini colonnade architect envisaged surprise effect pilgrim emerging onto st peter square labyrinthine street adjacent neighborhood successive pope century toyed idea building triumphal route vatican welcome crowd pilgrim send world powerfully symbolic image power church never succeeded realizing ambition paradoxically situation changed mussolini overtly anticlerical atheist start career realized wanted power italy would get catholic church side duce focused treaty italy holy see treaty still force today regulates churchstate relation led church receiving substantial financial support acquiring leading role religious civic life italian people greatly undermining power secular state pact led birth vatican city smallest least powerful state world price paid mussolini italy reconcile church state also needed tangible manifestation sanction accord pope pius xi obtained mussolini promise demolish densely builtup area extending front colonnade st peter square october benito mussolini swing pickax officially inaugurated demolition work less year area razed ground began construction great new artery center rome via della conciliazione commemorating reconciliation italian state holy see today via della conciliazione firmly part city fabric familiar roman tourist catholic faithful across world still open wound place painful memory film relates story architectural project enormous impact history religion life people rome using exclusive access archive material direct account last living eyewitness,['Documentary']
Wagner's Dream,movie three story first financially saving metropilitian theater new york second technician decision maker third director movie whose story told image film interesting story unconscious story director movie story laced two theme one inferiority complex second grandiose personality disorder inferiority complex wagner wagner symbol supreme nature icon humanity also destructive ideology director choice filming work mean something lacking hisher life want compensate fill void great hero theme fall grandiose nature film maker filming machine symbol human psyche component machine vast unnecessary presentation like look create versus really contributing production film maker seemed organizing shot way contribute outcome production intertwining technique film fantastic seems like main message work create lead versus contained assimilated,['Documentary']
Langsam vergesse ich Eure Gesichter,father hassan brother ibrahim living germany decade first time year read letter kept touch revolution war km separated,['Documentary']
Dos besos: Troika,three character linked strange triangle mutual deception different point view attitude look relation marked social cultural difference,['Romance']
Quanto Dura o Amor?,marina young woman sao paulos country side go capital follow dream becoming great actress old downtown building called jaqueline apartment new home struggle succeed big city find neighbor new true family creates strong bond,['Romance']
Single Plus,single plus film endless quest love leave u lurch last wish terminally ill mother thirtyfouryearold zebava daughter give grandchild zebava want child come love partner duty zebavas mother decides stop taking medication health getting worse zebava choice look man begetting child several unsuccessful meeting agrees childless couple surrogate mother provided keep baby mother alive plan work zebava anticipated,['Comedy']
Undercover Duet,undercover cop dream dragon take special operation protect oldtime buddy flaunty james male pageant contest james witness suspected substitute case involves son richest developer police us chance bait killer dragon james incompatibility complicates matter operation,"['Action', 'Comedy']"
In Utero,indie thriller delving darkness within u feeling trapped length one go protect love thriller dueling ideology zoe infertile psychopath seek fill void left lost child year ago horrible accident blackening soul skylar expectant mother anything protect unborn child raven caught middle torn world unsure right thing,['Thriller']
Sibling Rivalry,tradition italian horror sibling rivalry dark tale secret lie masked killer run amok still retaining sense humor camille sister ariana return secluded summer home isle victoria year earlier mother committed suicide father james stockman producer popular tv series memoir teenage necromancer insists trip good therapy shortly arriving stockman called back los angle business leaving girl home alone defiance girl throw party local teen thats fun begin body count rise multiple masked killer surface terrifying family secret revealed,['Horror']
Breathless Bride: Dying to Live,brave story cystic fibrosis sufferer awaits double lung transplant kirstie mill always known life would short born cystic fibrosis put onto transplant waiting list march told without new lung could dead within month health rapidly declined kirstie decide whether rest wait lung transplant live life however long would last film follows kirsties extraordinary experience living transplant waiting list reality constant pain endless medication journey kirstie rushed hospital three day wedding make aisle importantly get transplant desperately need,['Documentary']
Tapestries of Hope,tapestry hope story filmmaker michealene cristini risley traveled zimbabwe document work betty makoni girl child network film expose issue continues ignored rape abuse thousand young girl zimbabwe men believe cure hivaids,['Documentary']
Ghost Box,ghost box mystical film independent woman faced resent loss turn paranormal conjure recently deceased mother spirit help loyal coworker modern technology attempt communicate spiritworld considering consequence journey spiral macabre experience never forget,['Horror']
Please Don't Make Me 2,ryleigh stauffer survivor murderous killing spree still tormented familiar entity viv ryleigh must band together group misfit defeat evil lurking every corner survive,['Horror']
Stardust and the Bandit,bookkeeper mob sent witness protection program old tucson movie studio hide high jinks romance follow pressed service stunt performer mobster bos show vacation family,"['Comedy', 'Romance']"
My Country,set backdrop two boat carrying asylum seeker arrived canada country us personal story trace history conflict sri lanka human cost civil war,['Documentary']
Rampaat,dream differently dream larger life limit yet continue chase dream regardless relativity real life one larger life dream mesmerized countless youngster today dream stardom age everything instant fleeting youth today expect dream want right away superfast viz rampaat mumbai city dream youth various village city every nook cranny india arrive mumbai pursue dream take require immense dedication hard work seeking right direction achieve dream rampaat portrays dream instant stardom earning quick money making parent proud mithun solapur munni kolhapur come mumbai thats bittersweet struggle journey achieving dream begin amusing journey teach work harder hustle time hit rather onetime hit telling youth story upbeat manner along rhythmic music fastmoving story justice title rampaat mm projection young ambitious dreamer today,['Comedy']
4 Satir: Suphi Bey Documentary,story captivity diary ottoman officer myanmar captured world war suphi bey,['Documentary']
Letzter Gipfel,gasperlmaier get called inspect crime scene foot loser circumstance two body ended puzzling however,['Crime']
Al-Badar,al badar one three militia formed one act pakistan civil armed force help pakistan army war independence bangladesh member al badar die hard pakistani among bengali mainly recruited fundamentalist activist trained collect information freedom fighter also kill necessary since inception th november al badars engaged abducting torturing killing freedom fighter especially bengali intelligentsia th november ie two day final defeat al badars tried kill intellectual supported bangladesh evident close interview family member martyred intellectual others could manage escape killer besides interview eminent scholar journalist lawyer economist academic politician tried reveal conditionality presence bangladesh different perspective including militancy fundamentalist,['Documentary']
Slam-Bang,forced corrupt chinese man steal information computer affable guy george find surrounded violence mayhem try get disc information crime lord thwarted step way ruthless killer determined stop george must race time save girlfriend life soon learns take gut survive day,"['Action', 'Crime']"
Freie Räume,student revolt awakening sexual revolution dealing nationalsocialist past postwar germany widely discussed many level recent year research conducted countless book film dealt movement one say time become part founding myth berlin republic however largely unknown short time later idea demand er manifest another youth movement early thousand young people west germany tried establish selfgoverning youth center town city order create meeting place leisure activity without compulsion buy without controlled parent generation slogan like want free time without control took street collecting signature arguing local politician following revolt youth initiative group formed large number city town youth center movement establishment hundred selfgoverning youth center political cultural upheaval also took place countryside politicized youth culture time spread rural suburban urban area free space explores movement almost forgotten historiography try find left,['Documentary']
The Beginning of a Rise,story low level street gang nobody care know one mission brand apart strike upper echelon organized crime unbeknown syndicate already begun plan retaliation demanding retribution neon lit night give way dawn jealousy threaten rend bond friendship apart hierarchy put risk innocence shattered final result private essay young man love write much love fight one else tell storythe beginning rise,['Crime']
Uriyadi 2,lenin vijay young man secures job factory along two friend however learns place flouting environmental norm causing death seek justice,"['Action', 'Thriller']"
Love Me Do,love twisted love story follows relationship female investment banker outofwork actor couple learn bridge difference fall love romantic bond develops drive commit terrible crime,"['Crime', 'Thriller']"
The Farm,mickey juliet young couple run vicious gang drug dealer arrive deserted farm countryside near cork aiming flee country ferry following day farm apparently inhabited one man year old called john john cripplingly shy seems fascinated juliets beauty feeling exactly unrequited juliet john forge bond mickey already expecting gang appear kill moment becomes overcome jealousy paranoia gradually three character find sucked deadly love triangle may never emerge,"['Horror', 'Romance']"
Providence Island,providence story two sister two family two life collide heart wrenching tale love pursuit happinessbuilt upon backdrop ex slave,['Romance']
Was glücklich macht,overseeing major project construction manager many year traveled world peter taking early retirement first big plan new phase life finally make u,"['Comedy', 'Romance']"
Test Pattern,early stage loving committed interracial relationship strength renesha brittany hall evans brill bond tested gender racial prejudice encounter black woman seeking justice within healthcare industry criminal justice system,['Thriller']
The New Kid,benoit new kid school bullied gang arrogant boy determined pushed around benoit organizes big party three student turn bunch loser best gang ever,['Comedy']
The Boathouse,emotionallyfragile young woman take job nanny two troubled child remote summer cottage fall love childrens father becoming enmeshed mystery estranged mother turn young woman fraught history summer progress begin suspect family dark history desperate keep secret,['Thriller']
Serial (Bad) Weddings 2,laures blissful wedding questce quon fait au bon dieu unconventional verneuils multicultural family face yet another unforeseen crisis backdrop ambitious business idea france constantly changing ethnic sonsinlawthe algerian rachid jewish david chinese chao ivorian charlesnow plan move abroad lovely wife leaving doting parent claude marie alone koffis also big surprise verneuils take situation lying ever learn stop worrying trust child,['Comedy']
Country Hard,hyperlink crimedrama explores day life seven stranger path interconnect way may alter life forever,['Crime']
"Young, Trans and Looking for Love",arin katie look like perfect teenage american couple love hang together see friend go movie love one million arin born girl katie born boy tran,['Documentary']
The Crypt,six young criminal break hidden catacomb underneath town attempt steal jewelry buried great depression find inhabitant guarding precious belonging trapped dark maze crypt group try escape alive,['Horror']
Old Man Football,old man football drama comedy sport documentary presenting multiple story personal redemption group grown men woman return corpus christi texas carroll high school ethnically diverse alumnus play cheer dance football game pitting older adult including player younger alumnus including player honor memory teammate murdered young age relying wisdom work ethic man strength old guy try reclaim past glory erase various regret strapping helmet pad attempt relive glory day football field challenging younger cocky alumnus team,"['Documentary', 'Comedy']"
Kar Taneleri (Snowflakes),disease albinism processed eye albino individual relative albinism genetic metabolic skin disease inherited one generation next studied noting common,['Documentary']
The First Movie,innovative magic realist documentary set iraq filmmaker mark cousin brought northern irish war zone travel goptapa kurdishiraqi village people tributary tigris river try make dream film place normally portrayed current affair programme give kid camera make little movie war love fish go magical place chicken debate justice despite production stopped twice iraqi secret police first movie wonder power imagination,['Documentary']
9 Minutes Before Space,space odyssey xxi century unique project roscosmos tvstudio documentary film show real live astronaut inside audience know astronaut prepare fly feel moment launch earth secret life work international space station,"['Documentary', 'Adventure']"
Pal Pal Dil Ke Paas,video blogger saher sethi embarks tedious trek mountaineer karan sehgal spark bound fly love story blossom despite odds,"['Action', 'Romance']"
Finding Forever,welloff bachelor struggle decision picking perfect bride exploring variety option may overstepped bound,['Romance']
Nothing But the Bests!,nothing best romcom starring collective cast new seasoned talent friend rent vip island resort storm season hope save money wedding nothing best movie directed roadfill moymoy palaboy hope love much amazing cast sachzna laparan ella san andres gepoy tuason kevin macatangay jherica vega oro eisen lim aljur abrenica john feir gwen zamora soki laa phoebe walker nikko buenaventura delos santos chelina talavera pauline palomique mc raymundo joanne paulette r raymundo sir jack show chino hernaez alfonso rener r concepcion christiand orleind clarin calderon soundtrack mj labenia jherica vega oro chino hernaez alfonso tanjina islam dianne tanjueco princess jeal tanjueco eisen lim,['Comedy']
Claws of Carnage,picturesque small town surrounded dense wood skilled fearless hunter named laura embarks perilous quest unbeknownst townspeople legendary ferocious tiger known claw carnage awak,['Action']
The Ballads of Cinema Lovers,cinema lover community clc purbalingga established bowoleksono far generated number young filmmaker lot nationallevel achievement moreover clc purbalingga consistently independently holding purbalingga film festival presenting celebration film festival amidst society holding openair cinema many village banyumas raya purbalingga far away luxurious cuttingedge theater frenetic film industry capital yet zest present best indonesian cinema keep alive propagating documentary passion militancy simplicity ballad cinema lover,['Documentary']
Vanished in Yosemite,vacationing yosemite sister katrina jennifer meet perfect guy handsome rick smitten katrina certain met mr right however katrina go missing deep yosemite wilderness jennifer suspe,['Thriller']
Lycan,six college kid sleepy southern town assigned group project rediscover moment history one set motion horrific fate proposes head georgia backwoods tackle legend emily burt talbot county werewolf lycan hitchcockian tale horror set delf hundred year old fable student met real consequence go beyond classroom lesson,"['Horror', 'Thriller']"
Who Is Arthur Chu?,arthur chu hacked jeopardy big he using newfound online celebrity battle dark force internet blogger cultural pundit raw unfiltered poignant follow arthur realizes create positive change world first heals wound reconciling family,['Documentary']
Zindagi Tere Naam,mr singh elderly gentleman relates wife whose memory fading story two lover story lover face great difficulty eventually emerge victorious,['Romance']
The Art of Making It,backdrop culture crisis art making follows diverse cast young artist defining moment career explore whether art world ecosystem meant nurture actually failing risk losing creative voice new generation university gallery museum facing cataclysmic change verge rewriting history expanding access making art accessible outdated model rethought embracing conundrum artist must market art making cautionary tale america stand lose dont rethink value artist love letter persevere artistic practice spite extraordinary odds ever achieving sustainable career,['Documentary']
Roommate,pop note form musical band called roommate weave dream becoming artist band need rule moving house roommate believe way getting know thing house changed pop note need add lead vocal band soon anne pretty girl anne indeed old love pop reason join band starting relationship pop turn triangle love note confesses anne girl he waiting,['Romance']
Paws for Autism,paw autism follows two autistic child service dog go journey braydon family bogart new service dog enters home,['Documentary']
Monster of the Week,monster week oneshot campaign run demondice featuring various vshojo member donut steel nowheresville florida recruit everyday explorer work paranormal investigation youtube channel,['Horror']
The Sacrament,iwakiri third year university student belongs film study group yet shoot even one film hears older student ghost appears every four year welcome party new student,['Comedy']
The Iridescent,group rogue pull heist century soon enough mysterious gloom invaluable loot creates tension fend local law enforcement powerful crime lord stole also blood spilled bond broken one thing certain everyone want iridescent,"['Action', 'Crime']"
On a Long Breath,imagine six minute without breath slipping ocean surface frolic sperm whale swim tandem giant moray eel glide fearlessly shark predator world champion freediver pierre frolla experience captivating underwater adventureand youre invited along journey day frolla explores indian pacific atlantic ocean well mediterranean sea offering firsthand glimpse fascinating vibrant world hell visit sacred territory meet tribe avowed live harmony sea discover longforgotten shipwreck teeming life sport freediving continues grow scientist uncover fact ability adapt extreme environment deep diving long breath expose limit human go share deeper connection aquatic companion whether youre diver marine enthusiast someone prefers stay solid ground film offer rare unforgettable view earth underwater mystery,['Documentary']
Incitement,psychological thriller incitement follows year leading assassination israel prime minister yitzhak rabin point view assassin film detail first time force act upon assassin including religious political incitement personal interpersonal turmoil psychological portrait political assassin seeking kill democracy also portrait torn society brink civil war,['Thriller']
Noah's Shark,fameseeking televangelist film crew team set find fabled noah ark discover guarded ancient curse prehistoric great white shark,"['Action', 'Adventure', 'Horror']"
Everest: The South West Face,face overwhelming odds dwindling oxygen supply freezing jet stream wind avalanche frostbite widespread public negativity press reporting failure almost inevitable british team succeeded others failed th september pm doug scott dougal haston stood ft world highest mountain first briton many day world even knew story great leadership teamwork bravery determination sacrifice tragedy emotional journey remarkable outcome,['Documentary']
Bachelor Party,two gangster geevarghese indrajith benny rahman travel villa protect friend tony asif ali hiding wife neethu nithya menen newborn daughter unbeknownst two gangster ayyappan kalabhavan mani fakeer vinayakan ordered bos underworld named kamath john vijay kill tony latter tried assassinate former standoff gangster reconcile grew together enjoy time together desiring protect tony go fixer ashish vidyarthi order one last job kill don rival businessman retrieve money fixer however thing go horribly wrong gangster fixer doublecrossed causing tony mortally wounded friend able save tony fixer get money happen neethu daughter,"['Action', 'Crime', 'Thriller']"
Perderlo todo,loren daughter azahara live rural world dead animal cocaine firearm world character victim instinct ambition world survive none saved,['Thriller']
Adult Only Institute,bullied high school student becomes unexpectedly popular female classmate due unusual physical trait confidence grows seek revenge former tormentor,['Romance']
Hoarding: Buried Alive Update Special,hour special update previous participant hoarding buried alive taking inside look life intervention family today stayed track hoarding way crept back life,['Documentary']
